name,representative_food,major_category,weight,energy_kcal,carbohydrate_g,protein_g,calcium_mg,kalium_mg,iron_mg,magnesium_mg,zinc_mg,cellulose_g,aminoacid_mg,leucine_mg,methionine_mg,selenium_ug,omega3_g,vitaminA_ug,vitaminB_mg,folicacid_ug,vitaminB12_mg,vitaminC_mg,vitaminD_ug,vitaminE_mg
일송농장사과주스,사과 생즙,과채·과일 100% 착즙 및 블렌딩 주스,100ml,60,14.0,0.0,,,,,,,,,,,,,0.0,,,,,
자연그대로사과즙,사과 100% 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,75,18.0,1.0,,,,,,,,,,,,,0.0,,,,,
자연마을포도주스,유기농 과일 채소 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,52,12.41,0.43,,,,,,,,,,,,,0.0,,,,,
잘만든유기농주스,유기농 과일 채소 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,2400ml,65,15.81,0.43,,,,,,,,,,,,,0.0,,,,,
제주레몬,레몬·라임 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,300ml,37,8.24,0.56,,,,,,,,,,,,,0.0,,,,,
제주감귤한라봉주스,제주 감귤·한라봉·천혜향 주스,과채·과일 100% 착즙 및 블렌딩 주스,340ml,61,15.4,0.1,,,,,,,,,,,,,0.0,,,,,
제주당근즙,제주 감귤·한라봉·천혜향 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,75,17.0,1.0,,,,,,,,,,,,,0.0,,,,,
제주랑레드향감귤주스,제주 감귤·한라봉·천혜향 주스,과채·과일 100% 착즙 및 블렌딩 주스,320g,57,12.93,0.58,,,,,,,,,,,,,0.0,,,,,
제주레드비트즙,제주 감귤·한라봉·천혜향 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,80,17.0,3.0,,,,,,,,,,,,,0.0,,,,,
제주양배추즙,채소 과일 발효 건강 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,95,19.0,3.0,,,,,,,,,,,,,0.0,,,,,
제주팡천혜향감귤주스,제주 감귤·한라봉·천혜향 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,43,10.1,0.65,,,,,,,,,,,,,0.0,,,,,
제주팡한라봉감귤주스,제주 감귤·한라봉·천혜향 주스,과채·과일 100% 착즙 및 블렌딩 주스,330ml,42,10.0,0.61,,,,,,,,,,,,,0.0,,,,,
조은가사과즙,사과 생즙,과채·과일 100% 착즙 및 블렌딩 주스,100ml,36,9.0,0.0,,,,,,,,,,,,,0.0,,,,,
즙스토리비피에이주스,순수 과채 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,220ml,50,12.27,0.45,,,,,,,,,,,,,0.0,,,,,
즙짜빠배도라지즙,배도라지즙,과일향 가미 탄산 및 발효 음료,100ml,57,14.0,0.0,,,,,,,,,,,,,0.0,,,,,
진저,진저베리 비트 에너지 부스터,건강 기능성 액상 음료,230ml,78,19.57,0.26,,,,,,,,,,,,,0.0,,,,,
진짜주스,순수 과채 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,120ml,40,9.17,0.83,,,,,,,,,,,,,0.0,,,,,
진짜배주스,과채 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,120ml,52,12.34,0.53,,,,,,,,,,,,,0.0,,,,,
청송사과에반하다,사과 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,76,18.0,0.0,,,,,,,,,,,,,0.0,,,,,
클렌즈그린,클렌즈 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,130,31.0,1.0,,,,,,,,,,,,,0.0,,,,,
클렌즈레드,클렌즈 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,46,10.8,0.4,,,,,,,,,,,,,0.0,,,,,
털보네사과즙,100% 사과 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,120g,51,12.1,0.1,,,,,,,,,,,,,0.0,,,,,
토마토피아토마토즙,토마토 본연의 맛을 담은 주스,과채·과일 100% 착즙 및 블렌딩 주스,120ml,22,5.0,0.6,,,,,,,,,,,,,0.0,,,,,
톡톡제주감귤주스,제주 감귤·한라봉·천혜향 주스,과채·과일 100% 착즙 및 블렌딩 주스,100g,42,9.84,0.35,,,,,,,,,,,,,0.0,,,,,
파이토레드토마토,토마토 본연의 맛을 담은 주스,과채·과일 100% 착즙 및 블렌딩 주스,60ml,75,15.0,1.67,,,,,,,,,,,,,0.0,,,,,
파인애플사과주스,착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,110ml,58,14.23,0.26,,,,,,,,,,,,,0.0,,,,,
판다의주스레시피,착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,190ml,44,9.47,1.05,,,,,,,,,,,,,0.0,,,,,
판다의주스레시피그린,착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,190ml,43,9.47,0.53,,,,,,,,,,,,,0.0,,,,,
판다의주스레시피옐로,착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,190ml,37,8.42,0.37,,,,,,,,,,,,,0.0,,,,,
푼푼마녀방울토마토즙,토마토 본연의 맛을 담은 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,15,2.6,0.5,,,,,,,,,,,,,0.0,,,,,
품격있는석류즙,석류 착즙액,과채·과일 100% 착즙 및 블렌딩 주스,70ml,49,12.0,0.2,,,,,,,,,,,,,0.0,,,,,
퓨어로즈힙클렌즈주스,클렌즈 주스,과채·과일 100% 착즙 및 블렌딩 주스,650g,81,19.35,0.62,,,,,,,,,,,,,0.0,,,,,
프레시새싹보리,노니·블루베리·아로니아 착즙액,건강 기능성 액상 음료,120ml,33,8.33,0.0,,,,,,,,,,,,,0.0,,,,,
프레시양배추,과채 본연의 맛을 담은 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,120ml,40,10.0,0.0,,,,,,,,,,,,,0.0,,,,,
프리미엄애플망고주스,유기농 과일 채소 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,180ml,38,8.33,0.0,,,,,,,,,,,,,0.0,,,,,
프리미엄유기농푸룬,유기농 푸룬 주스,과채·과일 100% 착즙 및 블렌딩 주스,1000g,72,16.83,0.96,,,,,,,,,,,,,0.0,,,,,
하루한아토마토즙,토마토 본연의 맛을 담은 주스,과채·과일 100% 착즙 및 블렌딩 주스,150ml,24,4.82,0.68,,,,,,,,,,,,,0.0,,,,,
하이하이배도라지,배도라지즙,과일향 가미 탄산 및 발효 음료,100ml,50,12.0,0.0,,,,,,,,,,,,,0.0,,,,,
해곳간나주뜰배즙,배도라지호박즙,과일향 가미 탄산 및 발효 음료,100ml,36,8.4,0.2,,,,,,,,,,,,,0.0,,,,,
헛개비타민열매농축액,과채 발효 건강 진액,건강 기능성 액상 음료,2000ml,110,29.0,0.0,,,,,,,,,,,,,0.0,,,,,
홍애플사과즙,사과 100% 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,120ml,64,16.0,0.0,,,,,,,,,,,,,0.0,,,,,
레드향주스,오렌지·자몽 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,500g,68,14.68,0.84,,,,,,,,,,,,,0.0,,,,,
진짜싱싱유기농레몬즙,유기농 레몬 생강 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100g,32,7.3,0.4,,,,,,,,,,,,,0.0,,,,,
천혜향주스,착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,500g,53,12.2,0.9,,,,,,,,,,,,,0.0,,,,,
일당근유기농당근주스,유기농 과일 채소 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100g,27,6.19,0.18,,,,,,,,,,,,,0.0,,,,,
일레몬유기농레몬즙,유기농 레몬 생강 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100g,29,6.68,0.16,,,,,,,,,,,,,0.0,,,,,
그대로,과일 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,40,9.2,0.7,,,,,,,,,,,,,0.0,,,,,
클렌즈까주스,클렌즈 주스,과채·과일 100% 착즙 및 블렌딩 주스,100g,34,7.74,0.64,,,,,,,,,,,,,0.0,,,,,
복분자원액,과채 발효 건강 진액,건강 기능성 액상 음료,100g,278,66.18,0.3,,,,,,,,,,,,,0.0,,,,,
좋은삼색주스,과채 본연의 맛을 담은 착즙 및 블렌딩 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,35,7.0,1.0,,,,,,,,,,,,,0.0,,,,,
저온착즙클렌즈주스,착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,80ml,40,9.33,0.69,,,,,,,,,,,,,0.0,,,,,
착즙주스샤인머스캣,착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,1000ml,64,16.0,0.0,,,,,,,,,,,,,0.0,,,,,
데이유기농레몬즙,유기농 레몬 생강 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,280g,27,6.2,0.45,,,,,,,,,,,,,0.0,,,,,
가치만드소사과주스,100% 사과 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,54,13.11,0.33,,,,,,,,,,,,,0.0,,,,,
갈아만든진짜토마토즙,토마토 본연의 맛을 담은 주스,과채·과일 100% 착즙 및 블렌딩 주스,100g,50,11.0,1.0,,,,,,,,,,,,,0.0,,,,,
건강박사주스,채소 과일 발효 건강 주스,과채·과일 100% 착즙 및 블렌딩 주스,100g,10,2.0,0.5,,,,,,,,,,,,,0.0,,,,,
고농축레몬,레몬·라임 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,23,5.24,0.35,,,,,,,,,,,,,0.0,,,,,
고칼슘유기농푸룬주스,유기농 푸룬 주스,과채·과일 100% 착즙 및 블렌딩 주스,120ml,53,13.33,0.0,108.0,,,,,,,,,,,,0.0,,,,,
골드동동,노니 베리 활력 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,61,14.8,0.64,,,,,,,,,,,,,0.0,,,,,
공차딸기주스,과채 본연의 맛을 담은 착즙 및 블렌딩 주스,과채·과일 100% 착즙 및 블렌딩 주스,190ml,58,14.21,0.21,,,,,,,,,,,,,0.0,,,,,
공차망고주스,과채 본연의 맛을 담은 착즙 및 블렌딩 주스,과채·과일 100% 착즙 및 블렌딩 주스,190ml,59,14.74,0.16,,,,,,,,,,,,,0.0,,,,,
공차한라봉주스,제주 감귤·한라봉·천혜향 주스,과채·과일 100% 착즙 및 블렌딩 주스,190ml,53,13.16,0.32,,,,,,,,,,,,,0.0,,,,,
과채주스,과채혼합착즙주스,과채·과일 100% 착즙 및 블렌딩 주스,20g,57,12.86,0.0,,,,,,,,,,,,,0.0,,,,,
광동유기농레몬즙,유기농 레몬 생강 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100g,30,6.9,0.43,,,,,,,,,,,,,0.0,,,,,
굿바이나트륨,노니 베리 활력 주스,과채·과일 100% 착즙 및 블렌딩 주스,200ml,52,10.53,0.81,,,,,,,,,,,,,0.0,,,,,
귤마시깡,과일 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,2000g,45,10.39,0.69,,,,,,,,,,,,,0.0,,,,,
그대로짜낸사과즙,100% 사과 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,90ml,39,9.22,0.33,,,,,,,,,,,,,0.0,,,,,
그린클렌즈주스,클렌즈 주스,과채·과일 100% 착즙 및 블렌딩 주스,100g,43,10.06,0.67,,,,,,,,,,,,,0.0,,,,,
그린스양배추사과즙,채소 과일 발효 건강 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,29,6.4,0.5,,,,,,,,,,,,,0.0,,,,,
그린을담아,매일 마시는 그린 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,45,11.0,0.0,,,,,,,,,,,,,0.0,,,,,
글리글리유기농,유기농 과채 착즙액,과채·과일 100% 착즙 및 블렌딩 주스,120ml,43,10.83,0.25,,,,,,,,,,,,,0.0,,,,,
꿀마호박즙,배도라지호박즙,과일향 가미 탄산 및 발효 음료,100ml,28,5.52,0.62,,,,,,,,,,,,,0.0,,,,,
나는레몬이에오,레몬·라임 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,280g,30,7.0,1.0,,,,,,,,,,,,,0.0,,,,,
내사과를받아줘,사과 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,55,13.0,0.0,,,,,,,,,,,,,0.0,,,,,
내몸에조은주스,순수 과채 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,35,7.0,0.0,,,,,,,,,,,,,0.0,,,,,
넉넉한주스,순수 과채 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100g,36,7.91,0.88,,,,,,,,,,,,,0.0,,,,,
농부야부탁해감귤하나,과일 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100g,41,9.5,0.41,,,,,,,,,,,,,0.0,,,,,
농부야부탁해배하나,과일 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100g,42,10.11,0.11,,,,,,,,,,,,,0.0,,,,,
니드인유기농레몬즙,유기농 레몬 생강 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,280g,28,6.5,0.5,,,,,,,,,,,,,0.0,,,,,
달심옐로우클렌즈주스,클렌즈 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,44,10.4,0.52,,,,,,,,,,,,,0.0,,,,,
당근즙,과채혼합착즙주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,31,6.25,1.14,,,,,,,,,,,,,0.0,,,,,
더조은착즙주스,유기농 과일 채소 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100g,45,10.0,1.0,,,,,,,,,,,,,0.0,,,,,
데일리블렌드주스,유기농 과일 채소 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,3000ml,53,13.0,0.0,,,,,,,,,,,,,0.0,,,,,
데일리유기농레몬즙,유기농 레몬 생강 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,280g,30,6.9,0.5,,,,,,,,,,,,,0.0,,,,,
델몬트콜드제주감귤,제주 감귤·한라봉·천혜향 주스,과채·과일 100% 착즙 및 블렌딩 주스,900ml,44,10.33,0.62,,,,,,,,,,,,,0.0,,,,,
도일사과즙,사과 100% 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,60,15.0,0.0,,,,,,,,,,,,,0.0,,,,,
동국유기농레몬즙,유기농 레몬 생강 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,280g,28,6.5,0.5,,,,,,,,,,,,,0.0,,,,,
두유라이크애플락토업,채소 과일 블렌딩 주스,과채·과일 100% 착즙 및 블렌딩 주스,120ml,54,13.33,0.0,,,,,,,,,,,,,0.0,,,,,
드링크베리,과채 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,45,11.05,0.0,,,,,,,,,,,,,0.0,,,,,
딱좋아순수배즙,배도라지호박즙,과일향 가미 탄산 및 발효 음료,90ml,24,5.56,0.22,,,,,,,,,,,,,0.0,,,,,
딸기과즙,과채 본연의 맛을 담은 착즙 및 블렌딩 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,34,8.5,0.0,,,,,,,,,,,,,0.0,,,,,
라라르떼주스,노니·과일 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,49,11.8,0.52,,,,,,,,,,,,,0.0,,,,,
라라르떼비타주스,노니·과일 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,37,9.12,0.92,,,,,,,,,,,,,0.0,,,,,
라라르떼사당주스,순수 과채 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,49,12.0,0.52,,,,,,,,,,,,,0.0,,,,,
라라르떼사케주스,노니·과일 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,54,13.16,0.52,,,,,,,,,,,,,0.0,,,,,
라라르떼수박주스,과채 본연의 맛을 담은 착즙 및 블렌딩 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,31,7.84,0.8,,,,,,,,,,,,,0.0,,,,,
라라르떼오사주스,노니·과일 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,51,12.72,0.64,,,,,,,,,,,,,0.0,,,,,
라라르떼자몽주스,오렌지·자몽 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,32,7.92,0.84,,,,,,,,,,,,,0.0,,,,,
라라르떼장쾌주스,순수 과채 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,57,14.88,0.64,,,,,,,,,,,,,0.0,,,,,
라라르떼토토주스,노니·과일 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,19,4.28,1.04,,,,,,,,,,,,,0.0,,,,,
라라르떼파사주스,노니·과일 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,51,14.16,0.4,,,,,,,,,,,,,0.0,,,,,
라이틀리주스,과채 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,110ml,55,15.46,0.0,,,,,,2.7,,,,,,,0.0,,,,,
락티브유기농레몬즙,유기농 레몬 생강 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,280g,30,6.9,0.5,,,,,,,,,,,,,0.0,,,,,
레드비트스틱,진저베리 비트 에너지 부스터,건강 기능성 액상 음료,280g,240,50.4,7.0,,,,,,,,,,,,,0.0,,,,,
레모니즈백,레몬·라임 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,280g,50,10.0,0.4,,,,,,,,,,,,,0.0,,,,,
레몬생즙,레몬·라임 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,3000ml,12,3.0,0.0,,,,,,,,,,,,,0.0,,,12.0,,
레몬수의정석,레몬·라임 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100g,26,6.0,0.29,,,,,,,,,,,,,0.0,,,,,
레몬타민,레몬·라임 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,280g,21,5.14,0.36,,,,,,,,,,,,,0.0,,,,,
루비에너지부스트,진저베리 비트 에너지 부스터,건강 기능성 액상 음료,250ml,39,7.62,0.73,,,,,,,,,,,,,0.0,,,,,
리얼스퀴즈드오렌지,오렌지·자몽 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,50,11.55,0.8,,,,,,,,,,,,,0.0,,,,,
리얼유기농레몬즙,유기농 레몬 생강 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100g,31,6.5,0.46,,,,,,,,,,,,,0.0,,,,,
리얼착즙유기농레몬즙,유기농 레몬 생강 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,280g,28,6.5,0.5,,,,,,,,,,,,,0.0,,,,,
리얼팜클렌즈주스,클렌즈 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,26,6.0,1.0,,,,,,,,,,,,,0.0,,,,,
리얼팜클렌즈당근주스,클렌즈 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,35,9.0,0.7,,,,,,,,,,,,,0.0,,,,,
리치를담아,노니 베리 활력 주스,과채·과일 100% 착즙 및 블렌딩 주스,70ml,51,11.43,1.43,,,,,,,,,,,,,0.0,,,,,
리틀팜주스,유기농 과일 채소 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,200g,21,5.0,0.0,,,,,,,,,,,,,0.0,,,,,
마루,노니 베리 활력 주스,과채·과일 100% 착즙 및 블렌딩 주스,110ml,47,10.62,0.72,,,,,,,,,,,,,0.0,,,,,
마셔볼까주스,순수 과채 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,39,9.2,0.33,,,,,,,,,,,,,0.0,,,,,
마시는콜라겐앰플스틱,노니·블루베리·아로니아 착즙액,건강 기능성 액상 음료,280ml,125,15.0,15.0,,,,,,,,,,,,,0.0,,,,,
마이톡톡레몬즙,레몬·라임 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,225ml,23,5.24,0.35,,,,,,,,,,,,,0.0,,,,,
마이너스클렌즈그린,클렌즈 주스,과채·과일 100% 착즙 및 블렌딩 주스,200ml,45,10.57,0.47,,,,,,,,,,,,,0.0,,,,,
마이너스클렌즈레드,클렌즈 주스,과채·과일 100% 착즙 및 블렌딩 주스,200ml,47,11.17,0.39,,,,,,,,,,,,,0.0,,,,,
마이너스클렌즈옐로우,클렌즈 주스,과채·과일 100% 착즙 및 블렌딩 주스,200ml,44,10.55,0.36,,,,,,,,,,,,,0.0,,,,,
마이핏유기농레몬즙,유기농 레몬 생강 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,280g,33,5.25,0.43,,,,,,,,,,,,,0.0,,,,,
맛있는도라지와배,배도라지즙,과일향 가미 탄산 및 발효 음료,100ml,40,10.0,0.0,,,,,,,,,,,,,0.0,,,,,
맛있는생사과즙,100% 사과 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,56,14.0,0.0,,,,,,,,,,,,,0.0,,,,,
맛있는진짜국내산주스,순수 과채 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,33,7.0,3.0,,,,,,,,,,,,,0.0,,,,,
명근당양배추즙,채소 과일 발효 건강 주스,과채·과일 100% 착즙 및 블렌딩 주스,2400ml,31,6.25,1.0,,,,,,,,,,,,,0.0,,,,,
모닝썬,노니 베리 활력 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,50,11.55,0.65,,,,,,,,,,,,,0.0,,,,,
모로주스는내일이맘때,노니 베리 활력 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,70,12.0,1.0,,,,,,,,,,,,,0.0,,,,,
미나리즙,과채혼합착즙주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,30,7.1,0.3,,,,,,,,,,,,,0.0,,,,,
미녀의유기농레몬즙,레몬·라임 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,280g,29,6.17,0.37,,,,,,,,,,,,,0.0,,,,,
미쁨블루베리즙,과채 발효 건강 진액,건강 기능성 액상 음료,80ml,54,12.5,0.0,,,,,,,,,,,,,0.0,,,,,
바론순수주스,유기농 과일 채소 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,40,9.0,0.0,,,,,,,,,,,,,0.0,,,,,
바론순수호박즙,유기농 과일 채소 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,17,3.0,0.2,,,,,,,,,,,,,0.0,,,,,
바름주스,과채 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,38,8.73,0.54,,,,,,,,,,,,,0.0,,,,,
바름풋사과주스,사과 100% 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,32,8.45,0.52,,,,,,,,,,,,,0.0,,,,,
바이탈리티밤,슈퍼푸드 베리 과일 샷,과채·과일 100% 착즙 및 블렌딩 주스,100ml,51,11.52,1.01,,,,,,,,,,,,,0.0,,,,,
배도라지즙,배도라지즙,과일향 가미 탄산 및 발효 음료,100ml,41,9.0,1.0,,,,,,,,,,,,,0.0,,,,,
배랑이,과일 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,43,10.25,0.32,,,,,,,,,,,,,0.0,,,,,
배주스,과채 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,190ml,56,13.96,0.02,,,,,,,,,,,,,0.0,,,,,
베리베리주스,노니·과일 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,50,11.0,1.0,,,,,,,,,,,,,0.0,,,,,
베지이너,진저베리 비트 에너지 부스터,건강 기능성 액상 음료,190ml,51,11.94,0.44,,,,,,3.0,,,,,,,0.0,,,,,
브리오유기농레몬즙,유기농 레몬 생강 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,300g,25,5.83,0.42,,,,,,,,,,,,,0.0,,,,,
브이나인비트즙,순수 과채 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,35,6.0,1.0,,,,,,,,,,,,,0.0,,,,,
브이핏프리미엄,슈퍼푸드 베리 과일 샷,과채·과일 100% 착즙 및 블렌딩 주스,420g,199,47.68,1.49,,,,,,,,,,,,,0.0,,,,,
비소뉴유기농레몬즙,유기농 레몬 생강 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,400g,29,6.82,0.3,,,,,,,,,,,,,0.0,,,,,
비타글로우스무디,착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,48,11.37,0.34,,,,,,,,,,,,,0.0,,,,,
비타민주스믹스베리,과채 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,51,12.5,0.2,,,,,7.0,,,,,,,,1.0,,,75.3,,
비타민주스애플망고,과채 본연의 맛을 담은 착즙 및 블렌딩 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,52,12.9,0.1,,,,,6.3,,,,,,,,1.0,,,101.7,,
빽다방수박주스,과채 본연의 맛을 담은 착즙 및 블렌딩 주스,과채·과일 100% 착즙 및 블렌딩 주스,190ml,29,6.84,0.53,,,,,,,,,,,,,0.0,,,,,
뿌리깊은도라지배즙,배도라지즙,과일향 가미 탄산 및 발효 음료,100ml,40,9.53,0.51,,,,,,,,,,,,,0.0,,,,,
사과당근주스,과채혼합착즙주스,과채·과일 100% 착즙 및 블렌딩 주스,100g,41,9.75,0.41,,,,,,,,,,,,,0.0,,,,,
사과다움사과즙,100% 사과 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,53,13.0,0.0,,,,,,,,,,,,,0.0,,,,,
사과다움씨없는사과즙,100% 사과 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,48,12.0,0.0,,,,,,,,,,,,,0.0,,,,,
사과먹자곰,사과 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,120ml,62,14.75,0.2,,,,,,,,,,,,,0.0,,,,,
샤인다움,노니 베리 활력 주스,과채·과일 100% 착즙 및 블렌딩 주스,100ml,57,13.61,0.52,,,,,,,,,,,,,0.0,,,,,
석류스킨,석류 본연의 맛,과채·과일 100% 착즙 및 블렌딩 주스,190ml,54,12.73,0.71,,,,,,,,,,,,,0.0,,,,,
석류주스,석류 착즙액,과채·과일 100% 착즙 및 블렌딩 주스,80ml,46,11.47,0.16,,,,,,,,,,,,,0.0,,,,,
셀핏유기농레몬즙,유기농 레몬 생강 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,280g,29,5.42,0.48,,,,,,,,,,,,,0.0,,,,,
수박착즙,착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,2000g,37,8.18,0.83,,,,,,,,,,,,,0.0,,,,,
순수한깔라만시,깔라만시 원액 및 주스,과채·과일 100% 착즙 및 블렌딩 주스,100g,47,8.5,0.7,,,,,,,,,,,,,0.0,,,,,
스꽁뷔주스,노니·과일 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,200ml,46,11.28,0.23,,,,,,,,,,,,,0.0,,,,,
스위트워터멜론,과일 블렌딩 주스,과채·과일 100% 착즙 및 블렌딩 주스,250ml,45,10.0,1.0,,,,,,,,,,,,,0.0,,,,,
썬리치샤인톡톡,진저베리 비트 에너지 부스터,건강 기능성 액상 음료,120ml,66,14.17,0.0,,,,,,,,,,,,,0.0,,,,,
썬리치토마톡톡,토마토 본연의 맛을 담은 주스,과채·과일 100% 착즙 및 블렌딩 주스,120ml,19,3.83,0.83,,,,,,,,,,,,,0.0,,,,,
아로니아즙,노니·블루베리·아로니아 착즙액,건강 기능성 액상 음료,100ml,36,9.0,0.0,,,,,,,,,,,,,0.0,,,,,
아실수박땡모반,과일 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,100g,36,8.4,0.0,,,,,,,,,,,,,0.0,,,,,
아올다푸룬주스비움,노니·과일 착즙 주스,과채·과일 100% 착즙 및 블렌딩 주스,80ml,69,17.5,0.0,,,,,,,,,,,,,0.0,,,,,
